 M,   Z,   L,   λ,   Δλ
   1.0000000000000000      ,      1.0000000000000000E-002 ,     0.59999999999999998      ,      1.0003610855324569E-006 ,      1.0140091513361374E-007
   2.0000000000000000      ,      2.0000000000000000E-002 ,     0.80000000000000004      ,      7.5014062886368108E-007 ,      3.9522794163509496E-008
   3.0000000000000000      ,      2.9999999999999999E-002 ,     0.80000000000000004      ,      7.4984795957359654E-007 ,      2.7926688833967615E-008
   1.0000000000000000      ,      8.0000000000000002E-003 ,     0.69999999999999996      ,      6.8601235374737952E-007 ,      8.6504120780611896E-008
   2.0000000000000000      ,      1.7999999999999999E-002 ,     0.69999999999999996      ,      7.7155925244476212E-007 ,      4.4736338677565186E-008
   3.0000000000000000      ,      2.7000000000000000E-002 ,     0.69999999999999996      ,      7.7124080173488008E-007 ,      3.1301401128892060E-008
